,city,country_code,latitud,longitud,type
1920,San Francisco,USA,43.637296,-79.425455,empresa
1924,Fort Lauderdale,USA,26.170422,-80.150794,empresa
1926,Irvine,USA,33.58273,-117.727468,empresa
1927,Bedford,USA,42.928152,-71.45672,empresa
1930,Mountain View,USA,37.388072,-122.055975,empresa
1933,New York,USA,40.756054,-73.986951,empresa
1934,San Francisco,USA,37.775196,-122.419204,empresa
1937,Beaverton,USA,45.45548,-122.790021,empresa
1938,Mill Valley,USA,37.906966,-122.545763,empresa
1939,New York,USA,40.74034,-74.00721,empresa
1940,Brea,USA,33.9133208,-117.8789031,empresa
1941,Menlo Park,USA,37.480999,-122.173887,empresa
1943,New York,USA,40.7482,-73.988154,empresa
1944,Albuquerque,USA,35.184421,-106.673731,empresa
1947,Irvington,USA,41.091306,-73.923422,empresa
1948,San Jose,USA,37.371056,-121.920558,empresa
1949,Jersey City,USA,40.71644,-74.03392,empresa
1950,San Francisco,USA,37.788653,-122.401333,empresa
1951,Boston,USA,42.350027,-71.049225,empresa
1959,San Francisco,USA,37.7850326,-122.4004738,empresa
1962,New York,USA,40.719609,-74.000754,empresa
1963,Culver City,USA,34.0025911,-118.3942383,empresa
1964,Honolulu,USA,21.309419,-157.86318,empresa
1965,San Francisco,USA,37.782085,-122.409747,empresa
1966,Burlington,USA,42.485691,-71.19862,empresa
1967,Foster City,USA,37.561111,-122.270487,empresa
1968,San Mateo,USA,37.544987,-122.291394,empresa
1969,San Francisco,USA,55.676294,12.568116,empresa
1974,New York,USA,40.757716,-73.972321,empresa
1977,Cranston,USA,41.7401349,-71.4550207,empresa
1978,Chicago,USA,41.831001,-87.626918,empresa
1981,Bothell,USA,47.765758,-122.184304,empresa
1982,Nashville,USA,36.1628,-86.781,empresa
1983,Bothell,USA,47.802184,-122.196307,empresa
1987,Redwood City,USA,37.512253,-122.201099,empresa
1992,Belmont,USA,37.491356,-122.228843,empresa
1993,Columbia,USA,39.169397,-76.811526,empresa
1994,San Francisco,USA,37.8059887,-122.4099154,empresa
1997,Washington,USA,38.906867,-77.042322,empresa
1998,Cambridge,USA,42.369007,-71.110276,empresa
1999,San Francisco,USA,37.786906,-122.397672,empresa
2000,Colorado Springs,USA,39.010667,-104.81628,empresa
2001,Chicago,USA,41.877867,-87.634781,empresa
2002,Cambridge,USA,42.362993,-71.086596,empresa
2003,Glen Allen,USA,37.665173,-77.587267,empresa
2005,San Francisco,USA,37.775196,-122.419204,empresa
2006,Bellevue,USA,47.578174,-122.212731,empresa
2007,Chicago,USA,41.87675,-87.640458,empresa
2008,Radnor,USA,40.037578,-75.366299,empresa
2010,San Mateo,USA,37.55873,-122.27992,empresa
2016,San Francisco,USA,37.797435,-122.403175,empresa
2017,San Francisco,USA,37.805289,-122.404448,empresa
2019,San Francisco,USA,37.5552776,-122.2997532,empresa
2020,Burlington,USA,42.351189,-71.057343,empresa
2024,San Francisco,USA,37.7797255,-122.4020593,empresa
2025,San Jose,USA,37.376066,-121.926678,empresa
2028,Palo Alto,USA,37.425359,-122.1389633,empresa
2030,Davidson,USA,35.3846,-80.786532,empresa
2031,Mountain View,USA,37.392428,-122.072479,empresa
2032,San Bruno,USA,37.630551,-122.422113,empresa
2035,Redwood Shores,USA,37.527315,-122.263434,empresa
2038,San Francsico,USA,37.779097,-122.39365,empresa
2041,Waltham,USA,42.398916,-71.253998,empresa
2042,San Mateo,USA,37.556152,-122.281484,empresa
2045,Aliso Viejo,USA,33.581675,-117.726176,empresa
2046,San Francisco,USA,37.791068,-122.401942,empresa
2047,Lexington,USA,38.048906,-84.499838,empresa
2049,Sunnyvale,USA,37.409123,-122.025646,empresa
2050,San Francisco,USA,37.7893215,-122.4013624,empresa
2054,Los Altos,USA,37.374755,-122.115532,empresa
2055,Las Vegas,USA,36.059658,-115.23671,empresa
2059,N. Branch,USA,40.58606,-74.664666,empresa
2060,Branchburg,USA,40.605291,-74.715385,empresa
2061,Palo Alto,USA,37.437328,-122.159928,empresa
2062,New York,USA,40.755253,-73.992152,empresa
2065,San Jose,USA,37.317799,-121.947497,empresa
2072,Wexford,USA,40.6354281,-80.061222,empresa
2078,Mountain View,USA,37.400689,-122.0572,empresa
2079,San Francisco,USA,37.775196,-122.419204,empresa
2080,Falmouth,USA,43.6910137,-70.2694636,empresa
2081,Boulder,USA,33.917509,-84.356503,empresa
2088,New York,USA,40.741179,-73.993182,empresa
2089,Century City,USA,34.057646,-118.417382,empresa
2090,Seattle,USA,47.5989681,-122.3329036,empresa
2092,San Francisco,USA,37.7705096,-122.4015807,empresa
2095,Tampa,USA,28.032975,-82.64611,empresa
2098,Cambridge,USA,42.3988457,-71.1404961,empresa
2099,New York,USA,40.7250495,-73.9970912,empresa
2109,New York,USA,40.746332,-73.982596,empresa
2115,Redwood City,USA,37.518539,-122.254275,empresa
2116,Redmond,USA,47.685626,-122.145808,empresa
2118,El Segundo,USA,33.902696,-118.387511,empresa
2123,Cupertino,USA,37.536402,-122.325129,empresa
2127,San Francisco,USA,37.798684,-122.40264,empresa
2129,San Francisco,USA,37.7976785,-122.4018163,empresa
2134,Sunnyvale,USA,37.40754,-122.010958,empresa
2135,Waltham,USA,42.391389,-71.270987,empresa
2138,Northbrook,USA,42.142261,-87.862305,empresa
2140,Andover,USA,42.687142,-71.212156,empresa
2142,Los Altos,USA,37.395335,-122.102339,empresa
2143,Austin,USA,30.387353,-97.753163,empresa
2145,Champaign,USA,40.090814,-88.239866,empresa
2150,San Diego,USA,32.893366,-117.200035,empresa
2152,Stamford,USA,41.073034,-73.550452,empresa
2153,San Mateo,USA,37.536394,-122.326141,empresa
2154,Denver,USA,39.755363,-105.008551,empresa
2155,Boston,USA,53.342648,-6.280957,empresa
2159,Los Angeles,USA,33.946285,-118.38823,empresa
2160,San Francisco,USA,37.796903,-122.404904,empresa
2163,Sunnyvale,USA,37.390918,-122.080843,empresa
2164,Bellevue,USA,47.582658,-122.135282,empresa
2165,Atlanta,USA,33.852384,-84.380568,empresa
2167,Scottsdale,USA,40.7481039,-74.0353787,empresa
2171,Blacksburg,USA,37.2322135,-80.4164606,empresa
2174,San Francisco,USA,37.787722,-122.3993979,empresa
2176,Seattle,USA,47.604242,-122.334448,empresa
2178,San Jose,USA,37.3706126,-121.9219538,empresa
2179,Hillsboro,USA,45.546481,-122.9021288,empresa
2180,Santa Clara,USA,37.3802792,-121.9703344,empresa
2183,St. Louis,USA,38.6501668,-90.2598684,empresa
2184,New York City,USA,40.7272544,-74.0057152,empresa
2187,Radnor,USA,39.9768778,-75.4162735,empresa
2188,Sunnyvale,USA,37.3725243,-122.035963,empresa
2189,San Diego,USA,32.988247,-117.080769,empresa
2196,Corte Madera,USA,37.9260091,-122.5162892,empresa
2200,Raleigh,USA,35.868807,-78.615986,empresa
2201,Campbell,USA,37.275604,-121.952034,empresa
2204,Louisville,USA,39.97764,-105.13114,empresa
2206,Seattle,USA,47.580235,-122.145038,empresa
2210,Lowell,USA,42.616152,-71.325869,empresa
2211,Santa Clara,USA,37.410439,-122.016125,empresa
2212,San Francisco,USA,41.78942,-87.596232,empresa
2214,Boston,USA,42.349048,-71.082153,empresa
2215,Portsmouth,USA,43.093886,-70.784798,empresa
2216,Conshohocken,USA,40.075156,-75.28506,empresa
2217,Redwood City,USA,37.535876,-122.257331,empresa
2219,New York,USA,40.740441,-73.993376,empresa
2221,Boulder,USA,40.018145,-105.278109,empresa
2222,San Francisco,USA,40.0173513,-105.2773493,empresa
2223,Denver,USA,39.749671,-104.9998449,empresa
2224,Bethesda,USA,38.987594,-77.0974791,empresa
2226,NYC,USA,40.741276,-73.991561,empresa
2229,Bellevue,USA,47.6174533,-122.2016685,empresa
2230,Redwood City,USA,37.522281,-122.258139,empresa
2231,Broomfield,USA,40.02644,-105.2247774,empresa
2234,San Francisco,USA,37.783046,-122.394067,empresa
2235,San Francisco,USA,37.7899027,-122.4007846,empresa
2236,San Francisco,USA,37.796843,-122.400346,empresa
2238,Boston,USA,42.368633,-71.075305,empresa
2239,New York City,USA,40.751478,-73.980305,empresa
2240,Sunnyvale,USA,37.384239,-122.012475,empresa
2247,New York,USA,40.707729,-74.007801,empresa
2248,New York,USA,40.775309,-73.983656,empresa
2249,San Francisco,USA,37.775196,-122.419204,empresa
2250,Nashville,USA,36.13996,-86.796377,empresa
2252,San Mateo,USA,37.561877,-122.325248,empresa
2253,San Francisco,USA,37.7983181,-122.4000032,empresa
2256,Mountain View,USA,37.390501,-122.081151,empresa
2257,Chicago,USA,41.916619,-87.686634,empresa
2258,Seattle,USA,47.6495905,-122.3497956,empresa
2259,San Francisco,USA,37.776246,-122.4179223,empresa
2262,Tewksbury,USA,42.513762,-71.243267,empresa
2265,Santa Monica,USA,34.0152942,-118.4965479,empresa
2267,Santa Monica,USA,34.012985,-118.49567,empresa
2268,Austin,USA,30.3096936,-97.9390133,empresa
2269,Santa Barbara,USA,34.4405218,-119.7445783,empresa
2270,Seattle,USA,47.6254784,-122.3564234,empresa
2275,San Francisco,USA,37.777092,-122.391011,empresa
2278,Boulder,USA,40.058448,-105.278785,empresa
2280,San Mateo,USA,37.5574,-122.301914,empresa
2281,Austin,USA,30.355703,-97.797117,empresa
2283,South Pasadena,USA,34.111471,-118.174878,empresa
2284,Santa Clara,USA,37.379684,-121.97514,empresa
2292,San Francisco,USA,37.580093,-122.347745,empresa
2293,Lake Mary,USA,28.757202,-81.334464,empresa
2294,Irvine,USA,33.69361,-117.765492,empresa
2297,San Francisco,USA,37.7870923,-122.3999719,empresa
2301,NEW YORK,USA,40.730763,-74.000827,empresa
2302,Austin,USA,51.001975,3.61682,empresa
2306,Los Angeles,USA,34.005914,-118.488129,empresa
2307,Clearwater,USA,27.913011,-82.702449,empresa
2308,Mountain View,USA,37.401818,-122.050565,empresa
2310,Mountain View,USA,37.418262,-122.087859,empresa
2312,San Francisco,USA,37.783171,-122.392901,empresa
2313,Boston,USA,42.352835,-71.0609612,empresa
2314,San Jose,USA,37.334738,-121.891516,empresa
2315,Boston,USA,42.355077,-71.056928,empresa
2318,San Francisco,USA,37.78691,-122.404403,empresa
2319,New York,USA,40.741594,-73.990468,empresa
2320,Santa Clara,USA,37.352313,-121.967982,empresa
2321,New York,USA,37.37027,-121.924053,empresa
2322,San Francisco,USA,37.764395,-122.401024,empresa
2325,Palo Alto,USA,41.889832,-87.626718,empresa
2326,San Jose,USA,37.368878,-121.917236,empresa
2328,Los Altos,USA,37.395335,-122.102339,empresa
2330,Austin,USA,30.387353,-97.753163,empresa
2333,Champaign,USA,40.090814,-88.239866,empresa
2335,San Diego,USA,32.893366,-117.200035,empresa
2338,Stamford,USA,41.073034,-73.550452,empresa
2339,Boston,USA,53.342648,-6.280957,empresa
2342,San Mateo,USA,37.536394,-122.326141,empresa
2343,Denver,USA,39.755363,-105.008551,empresa
2344,Atlanta,USA,33.852384,-84.380568,empresa
2345,Los Angeles,USA,33.946285,-118.38823,empresa
2347,San Francisco,USA,37.796903,-122.404904,empresa
2350,Sunnyvale,USA,37.390918,-122.080843,empresa
2351,Bellevue,USA,47.582658,-122.135282,empresa
2353,Blacksburg,USA,37.2322135,-80.4164606,empresa
2355,Scottsdale,USA,40.7481039,-74.0353787,empresa
2359,San Francisco,USA,37.787722,-122.3993979,empresa
2362,Santa Clara,USA,37.3802792,-121.9703344,empresa
2363,Seattle,USA,47.604242,-122.334448,empresa
2367,Hillsboro,USA,45.546481,-122.9021288,empresa
2368,San Jose,USA,37.3706126,-121.9219538,empresa
2370,Radnor,USA,39.9768778,-75.4162735,empresa
2372,St. Louis,USA,38.6501668,-90.2598684,empresa
2373,New York City,USA,40.7272544,-74.0057152,empresa
2376,San Diego,USA,32.988247,-117.080769,empresa
2377,Sunnyvale,USA,37.3725243,-122.035963,empresa
2383,Corte Madera,USA,37.9260091,-122.5162892,empresa
2388,Raleigh,USA,35.868807,-78.615986,empresa
2389,Campbell,USA,37.275604,-121.952034,empresa
2390,Louisville,USA,39.97764,-105.13114,empresa
2392,Santa Clara,USA,37.410439,-122.016125,empresa
2393,Seattle,USA,47.580235,-122.145038,empresa
2394,Lowell,USA,42.616152,-71.325869,empresa
2396,Boston,USA,42.349048,-71.082153,empresa
2397,Portsmouth,USA,43.093886,-70.784798,empresa
2398,Conshohocken,USA,40.075156,-75.28506,empresa
2399,San Francisco,USA,41.78942,-87.596232,empresa
2403,Redwood City,USA,37.535876,-122.257331,empresa
2405,New York,USA,40.740441,-73.993376,empresa
2407,San Francisco,USA,40.0173513,-105.2773493,empresa
2408,NYC,USA,40.741276,-73.991561,empresa
2410,Boulder,USA,40.018145,-105.278109,empresa
2411,Denver,USA,39.749671,-104.9998449,empresa
2413,Bethesda,USA,38.987594,-77.0974791,empresa
2415,Bellevue,USA,47.6174533,-122.2016685,empresa
2416,Broomfield,USA,40.02644,-105.2247774,empresa
2418,Redwood City,USA,37.522281,-122.258139,empresa
2420,San Francisco,USA,37.783046,-122.394067,empresa
2421,San Francisco,USA,37.7899027,-122.4007846,empresa
2423,San Francisco,USA,37.796843,-122.400346,empresa
2425,Sunnyvale,USA,37.384239,-122.012475,empresa
2426,Boston,USA,42.368633,-71.075305,empresa
2427,New York City,USA,40.751478,-73.980305,empresa
2433,New York,USA,40.707729,-74.007801,empresa
2434,New York,USA,40.775309,-73.983656,empresa
2435,San Francisco,USA,37.775196,-122.419204,empresa
2436,Nashville,USA,36.13996,-86.796377,empresa
2438,San Francisco,USA,37.7983181,-122.4000032,empresa
2439,San Mateo,USA,37.561877,-122.325248,empresa
2442,San Francisco,USA,37.776246,-122.4179223,empresa
2444,Mountain View,USA,37.390501,-122.081151,empresa
2445,Chicago,USA,41.916619,-87.686634,empresa
2446,Seattle,USA,47.6495905,-122.3497956,empresa
2450,Tewksbury,USA,42.513762,-71.243267,empresa
2451,Seattle,USA,47.6254784,-122.3564234,empresa
2452,Santa Monica,USA,34.0152942,-118.4965479,empresa
2454,Santa Monica,USA,34.012985,-118.49567,empresa
2455,Austin,USA,30.3096936,-97.9390133,empresa
2456,Santa Barbara,USA,34.4405218,-119.7445783,empresa
2461,San Francisco,USA,37.777092,-122.391011,empresa
2464,Boulder,USA,40.058448,-105.278785,empresa
2466,San Mateo,USA,37.5574,-122.301914,empresa
2467,Austin,USA,30.355703,-97.797117,empresa
2469,South Pasadena,USA,34.111471,-118.174878,empresa
2470,Santa Clara,USA,37.379684,-121.97514,empresa
2478,San Francisco,USA,37.580093,-122.347745,empresa
2479,Lake Mary,USA,28.757202,-81.334464,empresa
2480,Irvine,USA,33.69361,-117.765492,empresa
2486,Austin,USA,51.001975,3.61682,empresa
2489,NEW YORK,USA,40.730763,-74.000827,empresa
2490,San Francisco,USA,37.7870923,-122.3999719,empresa
2492,Mountain View,USA,37.401818,-122.050565,empresa
2493,Los Angeles,USA,34.005914,-118.488129,empresa
2494,Clearwater,USA,27.913011,-82.702449,empresa
2496,Mountain View,USA,37.418262,-122.087859,empresa
2498,San Francisco,USA,37.783171,-122.392901,empresa
2499,San Jose,USA,37.334738,-121.891516,empresa
2500,Boston,USA,42.355077,-71.056928,empresa
2503,San Francisco,USA,37.764395,-122.401024,empresa
2504,Boston,USA,42.352835,-71.0609612,empresa
2505,San Francisco,USA,37.78691,-122.404403,empresa
2506,New York,USA,40.741594,-73.990468,empresa
2507,Santa Clara,USA,37.352313,-121.967982,empresa
2508,New York,USA,37.37027,-121.924053,empresa
2511,Palo Alto,USA,41.889832,-87.626718,empresa
2514,San Jose,USA,37.368878,-121.917236,empresa
2516,Tempe,USA,33.426418,-111.9396,empresa
2519,Lakewood,USA,39.658017,-105.084475,empresa
2520,San Jose,USA,37.4155698,-121.9486567,empresa
2521,New York,USA,40.749577,-73.9916486,empresa
2522,New York,USA,40.733928,-73.991334,empresa
2523,Milpitas,USA,37.407311,-121.898605,empresa
2525,Manhattan Beach,USA,37.5758867,-122.3277578,empresa
2527,Jacksonville,USA,30.310978,-81.657707,empresa
2529,Sunnyvale,USA,37.412876,-122.008583,empresa
2530,,USA,27.770937,-82.701882,empresa
2533,Addison,USA,32.969251,-96.823778,empresa
2535,Austin,USA,30.2729209,-97.7443863,empresa
2538,Los Angeles,USA,34.1030032,-118.4104684,empresa
2539,San Francisco,USA,37.804619,-122.371203,empresa
2540,New York,USA,40.7568493,-73.9793465,empresa
2542,Los Angeles,USA,34.052187,-118.243425,empresa
2543,Irvine,USA,33.66074,-117.739333,empresa
2545,San Jose,USA,37.383526,-122.012808,empresa
2546,Billerica,USA,42.543932,-71.278698,empresa
2547,Mountain View,USA,37.419347,-122.089639,empresa
2549,Cambridge,USA,42.358184,-71.106389,empresa
2551,Austin,USA,30.297775,-97.762921,empresa
2553,Austin,USA,30.212566,-97.748221,empresa
2554,Austin,USA,30.268735,-97.745209,empresa
2555,Austin,USA,30.392018,-97.848345,empresa
2556,Austin,USA,30.2686147,-97.7404872,empresa
2557,San Francisco,USA,37.79402,-122.4031242,empresa
2558,Newark,USA,37.51821,-122.044025,empresa
2559,Pasadena,USA,34.147047,-118.148896,empresa
2560,Bellevue,USA,47.6130554,-122.1967108,empresa
2562,New York,USA,40.740308,-74.007199,empresa
2563,Foster City,USA,37.571318,-122.267962,empresa
2565,Boston,USA,42.3584308,-71.0597732,empresa
2566,San Carlos,USA,37.5155097,-122.2686216,empresa
2567,Bellevue,USA,47.614761,-122.198904,empresa
2568,Lakeland,USA,28.0788227,-81.9752196,empresa
2569,San Francisco,USA,37.779624,-122.391236,empresa
2570,Petaluma,USA,38.2297645,-122.5995346,empresa
2571,San Francisco,USA,37.759117,-122.415869,empresa
2572,Champaign,USA,40.1128,-88.271074,empresa
2574,Los Angeles,USA,34.062164,-118.358787,empresa
2578,"Germantown,",USA,39.193953,-77.266168,empresa
2584,Torrance,USA,33.84406,-118.322959,empresa
2585,Plano,USA,33.012646,-96.692498,empresa
2586,Glendale,USA,34.141876,-118.132377,empresa
2587,Campbell,USA,37.279485,-121.94356,empresa
2588,Provo,USA,40.250096,-111.643179,empresa
2590,Billerica,USA,42.542356,-71.279966,empresa
2591,San Francisco,USA,37.775196,-122.419204,empresa
2592,San Diego,USA,32.897274,-117.201076,empresa
2594,San Francisco,USA,50.095312,9.049981,empresa
2595,Campbell,USA,37.285154,-121.932882,empresa
2598,San Francisco,USA,37.782163,-122.400591,empresa
2600,Fremont,USA,37.4942858,-121.9814354,empresa
2602,New York,USA,40.738143,-74.008159,empresa
2603,Conshohocken,USA,40.0018743,-75.2747196,empresa
2605,North Reading,USA,42.492256,-71.134549,empresa
2607,Santa Clara,USA,37.444098,-122.161287,empresa
2612,San Jose,USA,37.3987372,-122.0497918,empresa
2614,San Francisco,USA,37.763293,-122.410752,empresa
2616,Seattle,USA,47.620973,-122.347276,empresa
2617,Palo Alto,USA,37.458766,-122.172519,empresa
2619,Indianapolis,USA,39.914281,-86.076478,empresa
2620,Santa Clara,USA,37.55911,-122.303493,empresa
2621,Woburn,USA,42.508719,-71.144313,empresa
2623,Indianapolis,USA,39.7672093,-86.1580785,empresa
2626,Cambridge,USA,42.398424,-71.130297,empresa
2627,San Jose,USA,37.320052,-121.877636,empresa
2628,Viena,USA,38.916336,-77.230488,empresa
2631,San Francisco,USA,37.79023,-122.403073,empresa
2633,Milpitas,USA,37.406027,-121.918642,empresa
2637,Englewood,USA,39.540323,-104.857271,empresa
2638,Palo Alto,USA,37.5783417,-122.3497546,empresa
2639,Woodland Hills,USA,34.167314,-118.590286,empresa
2640,San Diego,USA,32.890757,-117.211026,empresa
2641,Los Gatos,USA,37.2485689,-121.9665699,empresa
2642,Dallas,USA,32.836277,-96.806578,empresa
2644,Santa Monica,USA,34.007303,-118.489492,empresa
2645,San Francisco,USA,37.420728,-122.2103414,empresa
2651,Palo Alto,USA,37.369445,-121.967223,empresa
2652,San Francisco,USA,37.77772,-122.395785,empresa
2654,San Mateo,USA,37.563039,-122.277639,empresa
2655,Redwood City,USA,37.537587,-122.255539,empresa
2656,Edison,USA,40.5212078,-74.4107711,empresa
2658,San Francisco,USA,39.9052263,-86.0547016,empresa
2659,Durham,USA,36.002893,-78.904075,empresa
2660,New York,USA,40.718888,-74.001169,empresa
2661,New York,USA,40.744594,-73.989698,empresa
2662,Carpinteria,USA,34.394343,-119.51231,empresa
2664,Chicago,USA,41.889183,-87.632519,empresa
2668,Dallas,USA,32.996571,-96.7562,empresa
2675,Burlingame,USA,37.55909,-122.321836,empresa
2677,Burlington,USA,42.483826,-71.194268,empresa
2684,Mandeville,USA,29.973994,-90.082202,empresa
2687,San Jose,USA,37.391198,-121.93393,empresa
2691,San Diego,USA,32.873081,-117.2117395,empresa
2698,Durham,USA,35.7998482,-78.8722341,empresa
2701,Sunnyvale,USA,37.451702,-122.182253,empresa
2702,Chicago,USA,41.8961282,-87.6371628,empresa
2705,Washington,USA,38.898713,-77.022422,empresa
2706,Morrisville,USA,35.8455929,-78.8012482,empresa
2707,San Mateo,USA,37.560236,-122.286752,empresa
2709,Superior,USA,39.944003,-105.16519,empresa
2712,San Francisco,USA,37.788115,-122.397141,empresa
2717,New York,USA,40.7451545,-73.9869549,empresa
2718,New York,USA,40.744618,-73.987764,empresa
2719,New York,USA,40.740207,-73.987002,empresa
2720,Mountain View,USA,37.418616,-122.087417,empresa
2721,Tarrytown,USA,41.0662835,-73.8625452,empresa
2724,Mountain View,USA,37.420428,-122.090769,empresa
2729,Chicago,USA,41.889853,-87.6355433,empresa
2730,New York,USA,40.7408753,-73.9920174,empresa
2731,Dallas,USA,32.7819239,-96.790514,empresa
2732,Santa Monica,USA,34.0312388,-118.4735062,empresa
2735,Charlottesville,USA,38.023023,-78.436144,empresa
2737,Los Angeles,USA,34.045845,-118.237811,empresa
2738,Mason,USA,39.360128,-84.308653,empresa
2739,Bellevue,USA,47.5827406,-122.1353561,empresa
2741,Los Angeles,USA,34.0342337,-118.4536137,empresa
2742,Greenbelt,USA,38.9916581,-76.879257,empresa
2743,Mountain View,USA,37.3874345,-122.051793,empresa
2744,San Jose,USA,37.3183744,-122.0302814,empresa
2748,Madison,USA,43.068006,-89.39256,empresa
2749,Atlanta,USA,33.776834,-84.3895875,empresa
2750,Santa Clara,USA,37.40688,-121.980353,empresa
2754,Waltham,USA,42.3988781,-71.2537056,empresa
2756,San Bruno,USA,37.628328,-122.420814,empresa
2758,Sunnyvale,USA,37.377787,-122.029217,empresa
2759,Potsdam,USA,44.6686534,-74.9822149,empresa
2763,Redwood City,USA,37.485824,-122.212095,empresa
2764,West Hollywood,USA,34.0906409,-118.3740745,empresa
2766,New York,USA,40.707872,-74.004731,empresa
2767,Atlanta,USA,33.8540338,-84.3584803,empresa
2768,Chicago,USA,41.881065,-87.62903,empresa
2769,Birmingham,USA,42.5469062,-83.2144938,empresa
2770,Miami,USA,25.790926,-80.1343277,empresa
2771,San Francisco,USA,37.79088,-122.392521,empresa
2772,Arlington,USA,38.8911989,-77.0837482,empresa
2774,Vestal,USA,42.093751,-75.959718,empresa
2776,Buffalo,USA,42.917329,-78.867993,empresa
2778,Newton,USA,42.3127142,-71.2252014,empresa
2779,Durham,USA,35.8962338,-78.8733184,empresa
2783,Concord,USA,42.441678,-71.424317,empresa
2784,Folsom,USA,38.6456907,-121.1268303,empresa
2785,Sunnyvale,USA,37.386774,-121.987661,empresa
2786,Waltham,USA,42.357119,-71.1858605,empresa
2787,Los Angeles,USA,34.064286,-118.372638,empresa
2788,New York,USA,42.4898278,-71.1993106,empresa
2790,Elk River,USA,45.3039175,-93.6081536,empresa
2791,Santa Clara,USA,37.381876,-121.95993,empresa
2792,Woburn,USA,42.500324,-71.130792,empresa
2793,Duluth,USA,34.070164,-84.058708,empresa
2800,Lehi,USA,40.4273613,-111.8967224,empresa
2801,McLean,USA,38.872668,-77.367981,empresa
2802,Seattle,USA,47.651315,-122.3498959,empresa
2803,San Diego,USA,32.9388917,-117.2398594,empresa
2804,Palo Alto,USA,37.4224243,-122.0988161,empresa
2807,Encino,USA,34.157073,-118.484928,empresa
2809,Pasadena,USA,34.144926,-118.149767,empresa
2810,Fullerton,USA,33.877719,-117.924538,empresa
2812,San Francisco,USA,37.7898499,-122.4006831,empresa
2817,Evanston,USA,42.055849,-87.694664,empresa
2820,New York,USA,40.756799,-73.9763479,empresa
2822,Sterling,USA,39.024958,-77.389687,empresa
2825,San Carlos,USA,37.506475,-122.259932,empresa
2826,Cambridge,USA,42.362856,-71.083762,empresa
2829,Cambridge,USA,42.3904729,-71.1423056,empresa
2832,Nashua,USA,42.7370219,-71.4872976,empresa
2833,San Jose,USA,37.409096,-121.943191,empresa
2836,Tartu,USA,58.3820542,26.731054,empresa
2840,Woburn,USA,42.486535,-71.115413,empresa
2845,New York,USA,40.7431836,-73.9935011,empresa
2848,San Francisco,USA,37.7759421,-122.3931139,empresa
2849,San Francisco,USA,37.3792486,-122.1151274,empresa
2850,Austin,USA,30.27995,-97.807274,empresa
2853,Mountain View,USA,37.4187022,-122.0874129,empresa
2854,Waltham,USA,42.388133,-71.26322,empresa
2856,Portland,USA,45.504407,-122.655545,empresa
2860,Los Angeles,USA,34.0240159,-118.3767176,empresa
2878,New York,USA,40.7277189,-73.9508211,empresa
2880,Boston,USA,42.3472851,-71.0499948,empresa
2881,Mill Creek,USA,47.852479,-122.218976,empresa
2882,New York,USA,40.756054,-73.986951,empresa
2883,Burlington,USA,42.485102,-71.211568,empresa
2884,Larkspur,USA,37.862592,-122.493561,empresa
2894,Norwalk,USA,41.143608,-73.427439,empresa
2895,Agoura Hills,USA,34.148198,-118.762487,empresa
2896,Santa Clara,USA,37.406217,-121.976473,empresa
2897,New Haven,USA,41.3215202,-72.9294232,empresa
2901,San Francisco,USA,41.238038,-96.183033,empresa
2903,Burlington,USA,42.4851017,-71.2089211,empresa
2904,Saint Louis,USA,38.691084,-90.354532,empresa
2905,Seattle,USA,47.6504518,-122.3545086,empresa
2907,Clifton Park,USA,42.856515,-73.782775,empresa
2908,Columbus,USA,39.997754,-83.041781,empresa
2909,Redwood City,USA,37.5383063,-122.2523918,empresa
2910,New York,USA,40.7619759,-73.9725773,empresa
2912,Superior,USA,39.956329,-105.164002,empresa
2913,Reston,USA,38.9455881,-77.3430173,empresa
2914,New York,USA,40.751336,-73.980739,empresa
2915,San Francisco,USA,37.7710402,-122.4026325,empresa
2917,San Francisco,USA,37.7877967,-122.3989376,empresa
2918,Santa Clara,USA,37.406217,-121.976473,empresa
2920,Reston,USA,37.2808523,-122.0031531,empresa
2924,Andover,USA,42.6555302,-71.1455618,empresa
2925,Emeryville,USA,37.5455355,-122.3208802,empresa
2927,New York,USA,40.7538639,-73.9785086,empresa
2928,San Mateo,USA,37.553743,-122.300246,empresa
2929,Menlo Park,USA,37.4280877,-122.143368,empresa
2930,Mountain View,USA,37.3909185,-122.0808426,empresa
2934,New York,USA,40.739867,-73.990024,empresa
2937,San Jose,USA,37.3968262,-121.8957166,empresa
2939,Boston,USA,42.376862,-71.14462,empresa
2942,Camden,USA,39.9443552,-75.1257381,empresa
2944,Los Angeles,USA,33.9874429,-118.3846632,empresa
2947,South Jordan,USA,40.554923,-111.9032625,empresa
2948,San Mateo,USA,37.536402,-122.325129,empresa
2949,Beaverton,USA,45.530364,-122.841627,empresa
2950,San Francisco,USA,37.770067,-122.407603,empresa
2951,San Francisco,USA,37.7965781,-122.4022856,empresa
2953,New York,USA,40.705439,-74.012822,empresa
2955,San Francisco,USA,37.785655,-122.398393,empresa
2957,Austin,USA,30.245535,-97.805621,empresa
2959,Austin,USA,30.389042,-97.756264,empresa
2964,Schaumburg,USA,42.062816,-88.034017,empresa
2973,New York,USA,40.760955,-73.968441,empresa
2976,Palo Alto,USA,37.4459832,-122.1490582,empresa
2979,San Francisco,USA,37.765388,-122.403111,empresa
